estudiante_id,nombre,genero,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,departamento_origen,estrato_socioeconomico,tipo_colegio,ingreso_familiar,desertor
9211,Estudiante Real 8211,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,27,331.6675201266947,2.996162901047559,0,ANTIOQUIA,1,OFICIAL,2381103.999399022,1
9212,Estudiante Real 8212,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,26,322.03017463253184,3.4648475331312616,0,ANTIOQUIA,3,NO OFICIAL,1189851.7912058458,0
9213,Estudiante Real 8213,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,27,330.6588934815572,2.8686337986834856,0,ANTIOQUIA,3,OFICIAL,3560930.6661437918,0
9214,Estudiante Real 8214,FEMENINO,ESPECIALIZACION EN OFTALMOLOGIA,18,368.1449831465236,3.7424147760610564,0,ANTIOQUIA,4,NO OFICIAL,3466054.2341170995,0
9215,Estudiante Real 8215,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,26,317.90162937436116,3.7319790119738006,0,ANTIOQUIA,2,NO OFICIAL,3464360.07965543,0
9216,Estudiante Real 8216,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,22,262.97496903267665,3.1756023074807134,1,ANTIOQUIA,1,OFICIAL,2384543.390161014,0
9217,Estudiante Real 8217,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,26,293.89687352858675,2.5679098229165893,1,ANTIOQUIA,3,OFICIAL,1992492.3033830794,0
9218,Estudiante Real 8218,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,23,285.5239893959035,3.0943932518714488,0,ANTIOQUIA,2,OFICIAL,1809862.9715054785,0
9219,Estudiante Real 8219,FEMENINO,ESPECIALIZACION EN OFTALMOLOGIA,28,290.9639581401335,2.8923646316145537,0,ANTIOQUIA,1,OFICIAL,313380.87957709073,1
9220,Estudiante Real 8220,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,19,251.7518832125142,2.7980121615351967,2,ANTIOQUIA,2,NO OFICIAL,3614073.529384156,1
9221,Estudiante Real 8221,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,19,286.6329081405487,3.475400032125844,0,ANTIOQUIA,1,NO OFICIAL,2467951.5478687435,0
9222,Estudiante Real 8222,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,24,334.385745319793,3.5849925521102692,2,ANTIOQUIA,2,NO OFICIAL,1212557.4891659925,1
9223,Estudiante Real 8223,FEMENINO,ESPECIALIZACION EN OFTALMOLOGIA,17,281.5947713977067,3.4612636130920977,1,ANTIOQUIA,2,NO OFICIAL,1838173.5688981835,0
9224,Estudiante Real 8224,FEMENINO,ESPECIALIZACION EN OFTALMOLOGIA,17,358.1040897309647,2.745931020781671,0,ANTIOQUIA,1,NO OFICIAL,2714518.8441220764,1
9225,Estudiante Real 8225,MASCULINO,ESPECIALIZACION EN OFTALMOLOGIA,25,340.2422961467203,3.28507882532976,0,ANTIOQUIA,2,OFICIAL,2108129.644385559,0
9226,Estudiante Real 8226,FEMENINO,ESPECIALIZACION EN ORTODONCIA,29,288.19149204431795,3.2631381227076965,1,ANTIOQUIA,4,OFICIAL,2618589.287931297,0
9227,Estudiante Real 8227,MASCULINO,ESPECIALIZACION EN ORTODONCIA,19,289.5602593305328,4.712196315573599,0,ANTIOQUIA,2,OFICIAL,3432871.5425645886,0
9228,Estudiante Real 8228,MASCULINO,ESPECIALIZACION EN ORTODONCIA,19,302.77517303561683,3.8736187365798456,1,ANTIOQUIA,4,NO OFICIAL,1826319.1443155496,0
9229,Estudiante Real 8229,MASCULINO,ESPECIALIZACION EN ORTODONCIA,26,236.016828721325,4.7909673655489975,1,ANTIOQUIA,1,OFICIAL,2435055.0989086414,0
9230,Estudiante Real 8230,MASCULINO,ESPECIALIZACION EN ORTODONCIA,23,342.5725500100148,3.675735920341463,1,ANTIOQUIA,1,NO OFICIAL,641246.0640653914,0
9231,Estudiante Real 8231,FEMENINO,ESPECIALIZACION EN ORTODONCIA,27,353.3084213412616,3.6568052370510875,1,ANTIOQUIA,1,NO OFICIAL,1362643.8840561975,0
9232,Estudiante Real 8232,FEMENINO,ESPECIALIZACION EN ORTODONCIA,25,323.5532108473186,3.6626438033715605,0,ANTIOQUIA,3,OFICIAL,2107185.950473798,0
9233,Estudiante Real 8233,FEMENINO,ESPECIALIZACION EN ORTODONCIA,26,252.27273519748974,4.0006123002472425,0,ANTIOQUIA,2,NO OFICIAL,2590518.492652437,0
9234,Estudiante Real 8234,FEMENINO,ESPECIALIZACION EN ORTODONCIA,26,353.69224182186923,3.568682023241905,0,ANTIOQUIA,4,OFICIAL,2104531.3326870743,0
9235,Estudiante Real 8235,FEMENINO,ESPECIALIZACION EN ORTODONCIA,20,273.28967831213333,4.014137560399431,0,ANTIOQUIA,2,NO OFICIAL,2028447.8776708457,0
9236,Estudiante Real 8236,MASCULINO,ESPECIALIZACION EN ORTODONCIA,27,265.2736298474136,3.6677329233019225,0,ANTIOQUIA,2,NO OFICIAL,956256.618390289,0
9237,Estudiante Real 8237,FEMENINO,ESPECIALIZACION EN ORTODONCIA,28,307.2040487980845,3.8789218717796907,0,ANTIOQUIA,1,NO OFICIAL,2361303.9155519395,0
9238,Estudiante Real 8238,MASCULINO,ESPECIALIZACION EN ORTODONCIA,23,227.14763555509208,3.447425263177141,3,ANTIOQUIA,3,NO OFICIAL,-66217.40175493596,1
9239,Estudiante Real 8239,FEMENINO,ESPECIALIZACION EN ORTODONCIA,17,279.57178229205635,3.1802324047109636,0,ANTIOQUIA,1,NO OFICIAL,2328118.5640359647,0
9240,Estudiante Real 8240,MASCULINO,ESPECIALIZACION EN ORTODONCIA,26,345.6998011698299,2.986448074906953,0,ANTIOQUIA,1,OFICIAL,-398089.58547641506,1
9241,Estudiante Real 8241,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,26,316.0435122662728,3.0750253911695635,1,ANTIOQUIA,2,OFICIAL,2554855.55526165,0
9242,Estudiante Real 8242,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,19,262.5618539129309,3.8081036242538153,1,ANTIOQUIA,4,OFICIAL,1699916.2652319605,0
9243,Estudiante Real 8243,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,17,348.4630925341578,3.311438167522412,0,ANTIOQUIA,2,NO OFICIAL,2572982.273169051,0
9244,Estudiante Real 8244,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,17,301.0096892036758,4.2641548874763675,2,ANTIOQUIA,1,NO OFICIAL,1337060.8236662424,1
9245,Estudiante Real 8245,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,19,301.43367752025097,4.1006275380455675,0,ANTIOQUIA,2,NO OFICIAL,2843312.166095477,0
9246,Estudiante Real 8246,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,20,361.30673047936665,3.72836777706236,0,ANTIOQUIA,3,OFICIAL,1012671.1517264069,0
9247,Estudiante Real 8247,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,29,350.6191938024603,3.752171166598468,0,ANTIOQUIA,2,NO OFICIAL,2109531.8490278716,0
9248,Estudiante Real 8248,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,23,327.101675058311,4.137559454543211,0,ANTIOQUIA,1,OFICIAL,2794979.2383849323,0
9249,Estudiante Real 8249,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,18,322.01232552667557,3.5504609569951646,0,ANTIOQUIA,2,NO OFICIAL,1811621.0432599625,0
9250,Estudiante Real 8250,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,29,263.31802647580713,3.716391068911184,0,ANTIOQUIA,2,OFICIAL,2506944.49874255,0
9251,Estudiante Real 8251,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,17,312.6991090123449,3.7731314190514436,1,ANTIOQUIA,1,OFICIAL,3559423.0674625514,0
9252,Estudiante Real 8252,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,22,318.453103286112,3.690365903311058,0,ANTIOQUIA,4,NO OFICIAL,1457116.5779862825,0
9253,Estudiante Real 8253,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,29,225.48952672600842,3.667102866116849,1,ANTIOQUIA,2,OFICIAL,2278622.060870701,0
9254,Estudiante Real 8254,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,17,357.29619223138184,3.495434000709381,1,ANTIOQUIA,1,NO OFICIAL,2591279.544613121,0
9255,Estudiante Real 8255,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,23,326.37834076894876,4.025181314565914,3,ANTIOQUIA,1,NO OFICIAL,2752916.3570631207,0
9256,Estudiante Real 8256,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,21,301.4978171757984,3.5316723126287823,0,ANTIOQUIA,1,NO OFICIAL,3358687.4272609623,0
9257,Estudiante Real 8257,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,26,362.61878396369855,3.671390489123012,0,ANTIOQUIA,2,OFICIAL,1356028.0370047223,0
9258,Estudiante Real 8258,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,22,269.39402190087003,3.3368564194852177,0,ANTIOQUIA,2,OFICIAL,533176.5973080532,0
9259,Estudiante Real 8259,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,27,334.39601671565845,3.4635109206899353,0,ANTIOQUIA,1,NO OFICIAL,4008542.4970813454,0
9260,Estudiante Real 8260,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,20,325.40712618215764,3.662615767321972,0,ANTIOQUIA,3,NO OFICIAL,411773.4828606685,0
9261,Estudiante Real 8261,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,23,314.2128718213112,3.9489981691929343,0,ANTIOQUIA,1,NO OFICIAL,1999069.1140758318,0
9262,Estudiante Real 8262,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,24,309.82721545105244,3.430681258843041,1,ANTIOQUIA,2,NO OFICIAL,3267850.542215676,0
9263,Estudiante Real 8263,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,20,325.3445795494883,3.802589403481821,0,ANTIOQUIA,1,NO OFICIAL,2351669.1037100377,0
9264,Estudiante Real 8264,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,25,331.680097342552,3.0432163580735967,2,ANTIOQUIA,1,NO OFICIAL,1885432.657084146,1
9265,Estudiante Real 8265,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,26,272.3878102599942,2.968345192992586,2,ANTIOQUIA,1,NO OFICIAL,1849329.1175378768,1
9266,Estudiante Real 8266,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,24,295.92352839071475,3.4527909575491966,0,ANTIOQUIA,4,NO OFICIAL,2546135.849577861,0
9267,Estudiante Real 8267,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,20,320.9408458895582,4.335640868331703,0,ANTIOQUIA,3,OFICIAL,848606.5351493646,0
9268,Estudiante Real 8268,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,26,315.34073450842476,4.989383862380791,1,ANTIOQUIA,2,NO OFICIAL,2122892.201891899,0
9269,Estudiante Real 8269,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,28,332.7810102119294,3.903943029180547,1,ANTIOQUIA,3,OFICIAL,2832898.533915326,0
9270,Estudiante Real 8270,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,21,309.49824489836647,3.2675627451838802,0,ANTIOQUIA,2,NO OFICIAL,2575039.7015294037,0
9271,Estudiante Real 8271,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,27,339.9391923805142,3.7359805939498347,0,ANTIOQUIA,1,NO OFICIAL,1669344.680443102,0
9272,Estudiante Real 8272,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,22,324.216806951058,4.124826308295929,0,ANTIOQUIA,3,NO OFICIAL,1776412.1219792673,0
9273,Estudiante Real 8273,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,26,324.28394416295225,4.5481006373815775,0,ANTIOQUIA,1,OFICIAL,872146.2373747037,0
9274,Estudiante Real 8274,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,27,274.05072065973417,3.6048822130658085,0,ANTIOQUIA,1,OFICIAL,1583725.0752379086,0
9275,Estudiante Real 8275,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,21,277.1065284282418,3.7380745284011576,0,ANTIOQUIA,1,OFICIAL,2406980.687523971,0
9276,Estudiante Real 8276,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,23,340.90159237610027,3.728780335766312,0,ANTIOQUIA,1,OFICIAL,2415878.69474397,0
9277,Estudiante Real 8277,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,27,254.6038911196825,3.496089494405171,0,ANTIOQUIA,3,OFICIAL,2277524.278105976,0
9278,Estudiante Real 8278,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,26,262.31107621252596,3.2156625432756694,1,ANTIOQUIA,2,NO OFICIAL,3803518.437071412,0
9279,Estudiante Real 8279,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,18,337.14025680130857,3.827270349421513,1,ANTIOQUIA,1,OFICIAL,1801256.6815571836,0
9280,Estudiante Real 8280,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,27,330.6146412791458,3.9481990621251177,0,ANTIOQUIA,1,OFICIAL,1451445.9714997497,0
9281,Estudiante Real 8281,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,25,318.3764423671098,3.1960371234435225,1,ANTIOQUIA,4,OFICIAL,2971120.5862750052,0
9282,Estudiante Real 8282,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,23,190.18389038971236,3.6291964810459745,0,ANTIOQUIA,1,NO OFICIAL,3892262.1672205566,0
9283,Estudiante Real 8283,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,21,332.84070808917977,3.8757383892714494,0,ANTIOQUIA,1,NO OFICIAL,2798368.213736357,0
9284,Estudiante Real 8284,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,21,297.1534464937857,3.8065509963854898,0,ANTIOQUIA,4,NO OFICIAL,1625768.36027902,0
9285,Estudiante Real 8285,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,18,282.0183440983111,4.321499591667456,0,ANTIOQUIA,1,NO OFICIAL,2543085.640437286,0
9286,Estudiante Real 8286,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,18,283.9978100644187,3.19247512678076,0,ANTIOQUIA,2,NO OFICIAL,1228048.9138960761,0
9287,Estudiante Real 8287,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,19,306.8094392759243,3.9578438116411285,0,ANTIOQUIA,4,NO OFICIAL,2789135.2861627256,0
9288,Estudiante Real 8288,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,17,337.63486950809164,3.3195547092467605,0,ANTIOQUIA,4,NO OFICIAL,3922464.299786516,0
9289,Estudiante Real 8289,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,17,278.12319175141346,3.5036238468383614,0,ANTIOQUIA,3,NO OFICIAL,3850928.5861131935,0
9290,Estudiante Real 8290,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,28,366.12694268439407,3.590122671592089,0,ANTIOQUIA,2,OFICIAL,2134542.094710685,0
9291,Estudiante Real 8291,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,24,330.41715501471316,4.011715050255666,0,ANTIOQUIA,2,NO OFICIAL,3062016.3251718637,0
9292,Estudiante Real 8292,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,20,230.24624459174592,3.9494393673582118,1,ANTIOQUIA,1,OFICIAL,790951.9605338835,1
9293,Estudiante Real 8293,FEMENINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,21,287.4805713485402,3.46353412556424,0,ANTIOQUIA,2,OFICIAL,3353147.0408515595,0
9294,Estudiante Real 8294,MASCULINO,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,20,267.24882538445536,3.696202603719493,0,ANTIOQUIA,3,OFICIAL,2745738.4801076464,0
9295,Estudiante Real 8295,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,23,278.3220377662952,3.0760459199534695,2,ANTIOQUIA,1,NO OFICIAL,2704492.793172568,0
9296,Estudiante Real 8296,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,27,321.2839469655497,3.492090438896559,0,ANTIOQUIA,4,NO OFICIAL,32690.816288420076,0
9297,Estudiante Real 8297,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,23,366.7645796119882,3.9504496678272987,0,ANTIOQUIA,4,OFICIAL,3615011.816062917,0
9298,Estudiante Real 8298,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,27,261.32404268839133,3.4650935474561284,0,ANTIOQUIA,3,NO OFICIAL,3103554.3060113504,0
9299,Estudiante Real 8299,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,17,208.90616112056415,3.746059689339076,1,ANTIOQUIA,3,OFICIAL,2260163.2505283887,0
9300,Estudiante Real 8300,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,26,333.2075957745157,3.2933606599744136,1,ANTIOQUIA,4,OFICIAL,-934243.1515187371,0
9301,Estudiante Real 8301,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,20,360.2289244736161,2.4650587908732944,0,ANTIOQUIA,1,OFICIAL,3042826.997354025,1
9302,Estudiante Real 8302,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,26,272.5190879955319,3.8185762330641078,1,ANTIOQUIA,1,NO OFICIAL,1860952.9988249291,0
9303,Estudiante Real 8303,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,25,285.67754282367986,3.1501996210955023,0,ANTIOQUIA,4,NO OFICIAL,1325966.2496524744,0
9304,Estudiante Real 8304,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,24,323.1958173284626,3.578520181947919,0,ANTIOQUIA,2,NO OFICIAL,1139239.8876265856,0
9305,Estudiante Real 8305,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,25,330.62037989982207,4.16067454655,0,ANTIOQUIA,3,NO OFICIAL,1832096.3171953487,0
9306,Estudiante Real 8306,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,25,300.12309838973033,3.6914825740960606,2,ANTIOQUIA,2,NO OFICIAL,1711539.601071341,1
9307,Estudiante Real 8307,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,22,268.9709548303331,3.1806623473238784,0,ANTIOQUIA,3,OFICIAL,2946189.6239780383,0
9308,Estudiante Real 8308,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,23,308.0317796381129,3.9163885007201236,1,ANTIOQUIA,1,NO OFICIAL,2221697.2213404076,0
9309,Estudiante Real 8309,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,22,312.9609757421637,3.530931063152605,0,ANTIOQUIA,2,OFICIAL,2754377.26605742,0
9310,Estudiante Real 8310,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,26,320.98765800728575,3.7270451826702855,0,ANTIOQUIA,1,NO OFICIAL,1133010.8096642524,0
9311,Estudiante Real 8311,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,28,260.31683255440305,4.298364873967873,0,ANTIOQUIA,4,NO OFICIAL,2652009.162788871,0
9312,Estudiante Real 8312,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,29,263.9583732272611,2.7031090130312374,0,ANTIOQUIA,3,NO OFICIAL,1793440.7226693206,0
9313,Estudiante Real 8313,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,18,326.3745149153151,2.4017173548179773,0,ANTIOQUIA,1,OFICIAL,3061428.0633677454,1
9314,Estudiante Real 8314,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,27,326.29063298873086,2.949134569603792,0,ANTIOQUIA,2,OFICIAL,3100808.513394657,0
9315,Estudiante Real 8315,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,25,367.2723348383035,4.715834103708194,1,ANTIOQUIA,1,OFICIAL,4166850.3592671636,0
9316,Estudiante Real 8316,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,24,335.61727623519124,3.5276235404836536,0,ANTIOQUIA,2,OFICIAL,1026938.5927879937,0
9317,Estudiante Real 8317,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,24,299.9454312364486,3.9110529816507316,0,ANTIOQUIA,2,OFICIAL,2063060.581220126,0
9318,Estudiante Real 8318,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,24,253.7035740012376,3.251571957393691,0,ANTIOQUIA,1,OFICIAL,3534206.107292629,0
9319,Estudiante Real 8319,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,19,231.45848390897288,3.022456450086714,1,ANTIOQUIA,3,OFICIAL,1289488.7909035133,0
9320,Estudiante Real 8320,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,25,278.2428765155574,3.2338384328206717,2,ANTIOQUIA,4,OFICIAL,4759859.742537153,0
9321,Estudiante Real 8321,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,20,294.48379894855634,3.27501968400679,0,ANTIOQUIA,2,OFICIAL,1841557.501298937,0
9322,Estudiante Real 8322,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,19,269.9871720921151,3.2153666349959336,2,ANTIOQUIA,1,NO OFICIAL,1447278.621969381,1
9323,Estudiante Real 8323,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,18,286.2105159102173,4.112409246067633,2,ANTIOQUIA,2,NO OFICIAL,2337501.388098893,0
9324,Estudiante Real 8324,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,26,282.2147732375,3.4554403744243842,1,ANTIOQUIA,2,NO OFICIAL,2100608.385873746,0
9325,Estudiante Real 8325,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,22,311.81074241954025,3.016655097221846,1,ANTIOQUIA,2,NO OFICIAL,2961553.531071203,0
9326,Estudiante Real 8326,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,19,300.977398718534,3.865251966767698,1,ANTIOQUIA,3,NO OFICIAL,2102103.73171338,0
9327,Estudiante Real 8327,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,20,308.0991904119216,3.693949768620113,0,ANTIOQUIA,2,OFICIAL,2125096.8960594265,0
9328,Estudiante Real 8328,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,24,314.2190851233862,3.447009949281944,0,ANTIOQUIA,4,NO OFICIAL,2853844.0770913917,0
9329,Estudiante Real 8329,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,27,323.49346255156087,4.303023096482236,0,ANTIOQUIA,4,NO OFICIAL,2105791.0698494175,0
9330,Estudiante Real 8330,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,28,300.0111725681032,3.494584210053664,0,ANTIOQUIA,1,NO OFICIAL,2199198.7870277674,0
9331,Estudiante Real 8331,MASCULINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,18,317.61834434134425,3.5295690112346945,2,ANTIOQUIA,1,OFICIAL,3451550.9745628526,0
9332,Estudiante Real 8332,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,21,233.38439115527484,3.3967525597005075,1,ANTIOQUIA,1,OFICIAL,1832839.6630774506,0
9333,Estudiante Real 8333,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,19,348.26194315025873,3.926480679099344,0,ANTIOQUIA,3,NO OFICIAL,3361887.2980003445,0
9334,Estudiante Real 8334,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,19,307.1637905467071,3.9404845312521224,1,ANTIOQUIA,2,OFICIAL,2454816.802532869,0
9335,Estudiante Real 8335,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,27,329.70853944879246,4.5211547948263755,0,ANTIOQUIA,3,OFICIAL,1340024.5199502583,0
9336,Estudiante Real 8336,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,21,289.1608399794252,3.518979056720495,0,ANTIOQUIA,1,NO OFICIAL,2225310.0982407606,0
9337,Estudiante Real 8337,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,21,313.2190523400753,2.906099474617427,0,ANTIOQUIA,2,OFICIAL,2704355.04316434,1
9338,Estudiante Real 8338,FEMENINO,ESPECIALIZACION EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO,25,329.3864299040137,3.7437492527342213,0,ANTIOQUIA,1,OFICIAL,2436299.6609932715,0
